date,year,month,joins,tot,rsvp,total,active
2023-11-25,2023,11,0,683,1,657,250
2023-11-26,2023,11,1,684,1,657,249
2023-11-27,2023,11,4,688,5,658,245
2023-11-28,2023,11,1,689,1,661,247
2023-11-29,2023,11,1,690,2,662,249
2023-11-30,2023,11,8,698,16,663,249
2023-12-01,2023,12,0,698,0,671,257
2023-12-02,2023,12,0,698,0,671,255
2023-12-03,2023,12,1,699,0,671,253
2023-12-04,2023,12,1,700,8,672,253
2023-12-05,2023,12,3,703,3,673,225
2023-12-06,2023,12,2,705,1,676,216
2023-12-07,2023,12,1,706,2,678,163
2023-12-08,2023,12,0,706,0,678,136
2023-12-09,2023,12,1,707,3,678,115
2023-12-10,2023,12,2,709,1,679,104
2023-12-11,2023,12,3,712,2,681,81
2023-12-12,2023,12,2,714,0,684,82
2023-12-13,2023,12,1,715,0,686,84
2023-12-14,2023,12,1,716,4,687,79
2023-12-15,2023,12,0,716,1,686,80
2023-12-16,2023,12,0,716,0,686,81
2023-12-17,2023,12,2,718,1,686,79
2023-12-18,2023,12,3,721,0,687,80
2023-12-19,2023,12,0,721,0,690,81
2023-12-20,2023,12,2,723,0,690,80
2023-12-21,2023,12,0,723,0,692,79
2023-12-22,2023,12,0,723,0,692,76
2023-12-23,2023,12,0,723,0,692,76
2023-12-24,2023,12,1,724,0,692,76
2023-12-25,2023,12,0,724,0,693,73
2023-12-26,2023,12,0,724,0,693,73
2023-12-27,2023,12,0,724,0,693,71
2023-12-28,2023,12,1,725,0,692,66
2023-12-29,2023,12,0,725,0,692,64
2023-12-30,2023,12,0,725,0,692,60
2023-12-31,2023,12,0,725,0,692,41
